epoch,accuracy,auc_1,loss,val_accuracy,val_auc_1,val_loss
0,0.4340277910232544,0.6117257475852966,1.277870535850525,0.6728395223617554,0.8438500165939331,0.7631227374076843
1,0.53125,0.7315666675567627,0.9446332454681396,0.5987654328346252,0.8137669563293457,0.8695232272148132
2,0.5737847089767456,0.7720406651496887,0.8780128359794617,0.5370370149612427,0.7872371673583984,1.004258155822754
3,0.6163194179534912,0.804962694644928,0.8247683644294739,0.5308641791343689,0.7702999114990234,1.1205579042434692
4,0.6111111044883728,0.8085863590240479,0.8146591782569885,0.5246913433074951,0.7610406279563904,1.1871299743652344
5,0.6215277910232544,0.8119925260543823,0.8094512224197388,0.5185185074806213,0.751762330532074,1.2368898391723633
